,Month,DayOfWeek,Time,WeatherDelay
3107407,6,6,11,56.0
1157749,2,2,17,11.0
3337142,6,1,14,58.0
1668111,3,7,21,98.0
3517802,6,1,20,36.0
6042554,11,5,14,2.0
1189403,3,5,15,80.0
6203181,11,5,17,18.0
1080784,2,4,17,11.0
1064513,2,6,12,4.0
3574334,6,2,20,19.0
6834972,12,1,13,4.0
988196,2,5,18,7.0
2549569,5,1,19,15.0
6745607,12,6,14,10.0
6610239,12,3,12,120.0
3789936,7,7,16,76.0
2504750,5,3,13,10.0
5157250,9,3,17,37.0
6604988,12,5,14,20.0
3247211,6,5,18,14.0
6553152,12,3,6,57.0
6925407,12,6,20,33.0
5493866,10,1,14,14.0
2789075,5,5,11,9.0
6427435,11,7,18,5.0
1580215,3,3,10,44.0
639023,2,2,7,94.0
6937862,12,1,11,22.0
403159,1,5,21,13.0
3946510,7,7,7,22.0
3487356,6,3,18,14.0
6082527,11,7,12,10.0
3103186,6,4,15,53.0
2647054,5,5,17,2.0
1652557,3,6,9,8.0
1298523,3,1,18,96.0
176092,1,6,8,71.0
4725094,8,6,15,53.0
2628051,5,4,18,22.0
6773056,12,7,12,17.0
2229205,4,4,12,16.0
4625240,8,5,17,19.0
6119832,11,5,6,112.0
3420773,6,2,14,3.0
4980946,9,5,16,11.0
3481343,6,5,19,26.0
3776652,7,5,17,65.0
503469,1,4,13,10.0
2869793,5,3,13,5.0
415486,1,6,13,7.0
3005224,6,4,6,19.0
1584458,3,1,9,10.0
4726075,8,5,14,13.0
6600482,12,3,16,119.0
2789143,5,3,9,28.0
730431,2,2,5,37.0
6836967,12,6,14,1.0
4875951,9,5,18,61.0
4500431,8,2,21,11.0
2497719,5,1,19,138.0
3040211,6,1,15,60.0
6640393,12,1,8,9.0
157747,1,7,15,25.0
2708299,5,2,7,19.0
1572840,3,1,14,3.0
2762632,5,6,14,142.0
6840361,12,7,6,29.0
3001501,6,3,17,11.0
762559,2,2,18,20.0
6900073,12,6,19,43.0
6564153,12,7,17,11.0
151629,1,3,9,20.0
4121932,7,7,17,153.0
3010404,6,6,20,29.0
5042735,9,4,19,163.0
3763528,7,7,19,73.0
6611752,12,6,11,21.0
1521228,3,6,8,152.0
684421,2,2,16,8.0
6480679,12,1,8,18.0
2298544,4,6,14,16.0
5905380,10,7,17,19.0
1532321,3,5,17,4.0
3503626,6,4,16,45.0
4095543,7,6,10,61.0
341657,1,7,9,74.0
751910,2,4,13,18.0
5925143,10,3,12,24.0
6568542,12,2,19,1.0
6813899,12,6,15,14.0
3514196,6,2,15,6.0
1945756,4,7,18,15.0
1705092,3,6,7,40.0
4396913,8,1,21,58.0
4576710,8,1,17,137.0
6454676,11,4,15,3.0
6733449,12,1,10,22.0
1191765,3,5,18,50.0
4799709,8,3,12,7.0
1511104,3,4,14,14.0
3713227,7,1,15,4.0
2554790,5,3,19,47.0
3159234,6,6,16,23.0
682843,2,2,21,5.0
2775748,5,5,11,2.0
3157317,6,3,20,65.0
3272107,6,6,20,28.0
1330823,3,5,10,75.0
2907053,5,2,8,27.0
6029022,11,7,14,17.0
845752,2,2,14,20.0
339497,1,5,13,2.0
5527818,10,3,8,5.0
6332247,11,7,12,6.0
327392,1,7,15,21.0
1339417,3,5,10,10.0
759657,2,4,19,30.0
6656912,12,1,16,16.0
588698,1,2,6,12.0
668122,2,4,14,38.0
1039073,2,5,8,19.0
3450844,6,2,6,113.0
4994332,9,1,13,56.0
6086774,11,3,10,3.0
1071757,2,2,16,8.0
3283350,6,1,6,2.0
3867416,7,2,13,116.0
6291758,11,3,12,15.0
4727880,8,1,13,36.0
6852155,12,6,12,172.0
2113295,4,7,15,6.0
6775753,12,2,15,6.0
4120463,7,4,19,6.0
1977783,4,7,13,41.0
917090,2,3,18,110.0
2123702,4,5,13,120.0
774237,2,3,19,70.0
3773701,7,7,17,89.0
534785,1,4,7,10.0
6917472,12,3,15,7.0
307334,1,6,18,203.0
4745860,8,2,12,13.0
1301461,3,7,20,15.0
4394331,8,4,8,104.0
502776,1,2,9,29.0
60173,1,1,10,91.0
3495090,6,1,15,11.0
827863,2,2,10,6.0
4142501,7,4,13,15.0
2824701,5,5,17,16.0
753268,2,7,17,49.0
6666890,12,1,18,45.0
3058857,6,6,17,2.0
2174628,4,2,5,35.0
6565529,12,5,13,15.0
3556340,6,7,20,18.0
6895759,12,2,19,30.0
6613466,12,3,8,9.0
2588137,5,2,13,31.0
414374,1,1,10,35.0
115997,1,2,17,4.0
442788,1,2,10,11.0
6722622,12,4,19,7.0
385661,1,6,9,54.0
6753315,12,6,20,8.0
1339054,3,4,8,20.0
6834941,12,1,11,26.0
6564152,12,7,9,8.0
1930255,4,4,14,16.0
4398381,8,4,19,47.0
3412210,6,7,14,56.0
114286,1,4,8,14.0
1601538,3,1,18,13.0
4020981,7,4,17,31.0
3314526,6,5,7,40.0
4347499,8,5,15,7.0
3819936,7,5,17,47.0
800673,2,6,13,42.0
6113879,11,5,17,59.0
3616479,7,7,13,38.0
3945181,7,7,21,62.0
1082816,2,6,10,10.0
6041797,11,6,15,4.0
212604,1,1,14,18.0
887815,2,5,6,31.0
3132591,6,3,16,35.0
4113677,7,4,15,1.0
2308282,4,3,21,91.0
1857096,4,3,17,4.0
3149359,6,3,10,18.0
3320211,6,1,11,82.0
212265,1,1,13,95.0
2200111,4,7,18,7.0
6671943,12,4,12,9.0
244931,1,4,17,26.0
3922499,7,3,21,35.0
6250531,11,2,11,6.0
1588484,3,7,11,20.0
4032513,7,4,15,16.0
4570448,8,7,15,23.0
2126210,4,2,21,29.0
1395570,3,1,7,30.0
2038283,4,6,13,27.0
739483,2,1,8,29.0
3281669,6,7,20,123.0
6830385,12,6,13,25.0
1338442,3,3,12,105.0
5906264,10,6,18,17.0
829150,2,4,16,87.0
6611664,12,6,16,119.0
3488598,6,4,22,13.0
2689425,5,5,18,124.0
6203356,11,5,21,8.0
2228175,4,6,17,94.0
183914,1,4,13,109.0
157530,1,6,8,141.0
303974,1,3,18,365.0
3772655,7,7,13,15.0
3778387,7,4,16,20.0
900187,2,5,19,2.0
3939667,7,4,21,73.0
6976593,12,3,20,5.0
483014,1,4,18,10.0
997565,2,7,15,8.0
4021322,7,2,20,61.0
6939669,12,4,11,161.0
3085000,6,7,17,5.0
5206264,9,7,9,22.0
754178,2,1,17,53.0
2020680,4,4,17,124.0
1746978,3,2,7,15.0
3567888,6,4,14,11.0
6680987,12,4,6,39.0
2117445,4,5,19,267.0
3569681,6,4,17,33.0
1594005,3,6,18,4.0
3173011,6,5,16,31.0
4278040,8,6,13,31.0
3159984,6,7,18,26.0
4634622,8,5,10,50.0
3290145,6,6,11,83.0
3159634,6,7,19,127.0
1569773,3,2,7,9.0
5251490,9,6,9,31.0
3883223,7,3,20,28.0
95381,1,7,15,45.0
3084702,6,7,15,28.0
798762,2,5,12,90.0
6588737,12,7,11,94.0
5685564,10,5,17,2.0
1425713,3,1,18,12.0
6082020,11,6,11,95.0
6926167,12,5,10,6.0
2799752,5,5,9,11.0
1281809,3,1,15,5.0
2957806,5,4,17,30.0
1575303,3,3,11,39.0
33276,1,7,13,26.0
1778235,3,5,19,28.0
6406565,11,2,18,10.0
4410361,8,1,22,157.0
5528202,10,4,17,85.0
1543841,3,6,16,19.0
2807744,5,3,15,97.0
1035579,2,2,6,8.0
63322,1,2,15,20.0
4337423,8,5,13,7.0
6516599,12,5,20,24.0
4529403,8,4,21,72.0
4374358,8,6,17,95.0
3501165,6,4,10,64.0
1256795,3,4,16,8.0
2546114,5,1,15,18.0
6541996,12,6,13,20.0
2047254,4,5,14,90.0
3050380,6,4,7,10.0
4388520,8,1,17,26.0
4313592,8,3,17,54.0
4224372,7,7,17,2.0
3113268,6,2,8,47.0
656724,2,1,20,22.0
6939655,12,4,14,21.0
6559403,12,6,21,6.0
1893813,4,5,12,7.0
4982956,9,2,16,75.0
3118568,6,3,16,21.0
496433,1,2,12,1.0
2127403,4,7,17,30.0
1799417,4,7,14,27.0
920958,2,5,18,16.0
3384899,6,4,17,16.0
3780378,7,3,17,50.0
6523770,12,7,14,44.0
1419234,3,1,16,68.0
485798,1,1,21,20.0
157689,1,6,13,34.0
724508,2,3,18,147.0
4742349,8,3,14,5.0
1779349,3,6,16,5.0
1573419,3,1,19,12.0
899450,2,5,12,29.0
6752244,12,5,12,71.0
2820344,5,5,21,23.0
1659410,3,6,13,18.0
6827802,12,2,15,3.0
6844090,12,6,17,12.0
6987081,12,3,17,6.0
6930006,12,2,18,26.0
754928,2,3,15,24.0
6846276,12,3,17,20.0
1575074,3,5,12,8.0
6535487,12,4,18,3.0
930035,2,3,14,10.0
512061,1,2,13,10.0
3335178,6,5,17,41.0
4125178,7,6,9,17.0
4176854,7,4,11,25.0
4629618,8,2,10,1.0
3447217,6,4,22,12.0
6433001,11,5,14,21.0
2383423,4,6,6,45.0
1335498,3,5,17,20.0
1942232,4,1,14,30.0
411611,1,7,11,17.0
4638722,8,5,18,27.0
705661,2,1,14,149.0
6776822,12,5,11,9.0
6906180,12,7,7,8.0
3718620,7,4,19,32.0
6045073,11,2,19,17.0
3044937,6,2,7,45.0
1694910,3,6,13,14.0
591721,1,5,7,34.0
545751,1,3,18,1.0
3325371,6,5,11,59.0
4318516,8,4,17,44.0
763139,2,3,16,25.0
158611,1,1,16,16.0
4403052,8,5,17,15.0
1071194,2,5,14,6.0
2811946,5,5,13,1.0
757969,2,1,14,5.0
3638352,7,7,15,292.0
6836255,12,1,18,4.0
3315906,6,4,17,15.0
165530,1,5,16,25.0
3773749,7,6,18,67.0
1522646,3,6,11,126.0
4350878,8,2,15,2.0
6007490,11,7,9,23.0
3776037,7,4,16,40.0
6841520,12,2,15,16.0
1846623,4,7,21,10.0
760164,2,5,16,10.0
2423052,5,2,19,57.0
4182123,7,4,17,39.0
2218301,4,4,18,69.0
6747050,12,7,13,33.0
2825768,5,2,13,41.0
5353138,9,5,10,128.0
2222626,4,4,18,18.0
6501476,12,7,17,208.0
3627773,7,4,19,147.0
4574115,8,4,9,9.0
6080948,11,4,18,73.0
2112556,4,7,16,46.0
4951654,9,2,21,31.0
4236675,8,1,8,96.0
3333496,6,5,8,64.0
1591180,3,5,9,4.0
5204438,9,4,15,54.0
4629877,8,3,18,17.0
4991039,9,4,17,29.0
6743759,12,5,16,15.0
1940452,4,5,17,150.0
415107,1,3,21,20.0
5353362,9,5,12,16.0
4116825,7,2,8,89.0
6081417,11,5,16,48.0
6561407,12,3,8,3.0
1651542,3,7,12,58.0
4511873,8,4,19,153.0
1230495,3,3,20,10.0
683404,2,2,16,22.0
305220,1,4,21,9.0
1639308,3,1,21,32.0
1330066,3,3,10,75.0
6600540,12,3,9,93.0
761349,2,7,20,99.0
336161,1,6,13,97.0
5527603,10,3,16,119.0
6827738,12,4,11,6.0
5559078,10,3,19,67.0
759391,2,3,10,63.0
1213981,3,5,16,6.0
6238586,11,7,14,63.0
6729066,12,3,16,39.0
667251,2,4,8,3.0
6609602,12,2,20,20.0
1412454,3,1,11,33.0
4990954,9,4,15,6.0
1944215,4,5,21,75.0
1505126,3,6,17,16.0
6331633,11,2,12,23.0
522125,1,7,14,3.0
759446,2,3,17,90.0
6898154,12,1,16,58.0
490855,1,7,8,80.0
3940596,7,7,17,168.0
231144,1,1,12,7.0
6845446,12,7,17,30.0
3148618,6,2,8,61.0
6248228,11,6,15,5.0
6745880,12,6,12,105.0
492083,1,1,10,6.0
393733,1,6,11,12.0
4765611,8,1,17,32.0
6787013,12,1,15,23.0
4764989,8,5,14,65.0
3222787,6,3,16,24.0
6881173,12,5,14,123.0
1913274,4,5,21,117.0
829721,2,7,20,222.0
159220,1,2,21,30.0
6851917,12,6,9,6.0
6593776,12,7,19,33.0
2733894,5,7,19,4.0
3079966,6,5,14,165.0
3444290,6,5,13,105.0
1415203,3,2,18,55.0
1710766,3,1,21,29.0
6898933,12,5,8,6.0
4391825,8,7,9,49.0
2608505,5,5,11,8.0
6607767,12,4,15,60.0
2867746,5,2,17,5.0
4991095,9,4,16,2.0
1652072,3,7,13,27.0
6088283,11,7,9,15.0
541926,1,1,10,16.0
1588020,3,2,20,128.0
3571671,6,7,18,2.0
5557952,10,5,6,30.0
6931930,12,5,9,14.0
2243267,4,6,15,11.0
2888550,5,2,12,112.0
6763103,12,7,12,14.0
6987414,12,3,21,181.0
4300735,8,5,16,36.0
6387697,11,7,22,16.0
3784608,7,4,16,38.0
6837366,12,1,11,13.0
1095890,2,7,12,23.0
1447148,3,6,15,6.0
6718050,12,7,11,46.0
2518157,5,7,19,98.0
4138139,7,3,21,67.0
2546040,5,1,18,27.0
1954137,4,1,16,30.0
1285104,3,1,19,61.0
6521413,12,6,8,304.0
192021,1,2,7,34.0
6081825,11,5,17,96.0
1338456,3,3,19,30.0
654770,2,7,9,226.0
4520358,8,4,15,3.0
5011166,9,5,13,18.0
3312625,6,7,20,32.0
6941655,12,1,20,58.0
5791612,10,1,18,17.0
4430335,8,6,11,33.0
6523924,12,7,18,25.0
5210596,9,3,19,3.0
3163269,6,6,16,48.0
5193525,9,6,6,26.0
3074378,6,4,19,5.0
398264,1,4,7,25.0
394015,1,2,13,10.0
713822,2,2,21,19.0
4291050,8,3,9,4.0
1521761,3,1,17,85.0
2961353,5,3,18,38.0
4566779,8,3,12,11.0
4454314,8,1,11,37.0
6221438,11,6,9,15.0
3207888,6,5,18,20.0
1940275,4,5,14,5.0
3950426,7,4,11,27.0
3122342,6,5,20,21.0
754283,2,1,10,46.0
1052949,2,5,14,9.0
151583,1,3,16,152.0
577364,1,4,11,13.0
1601911,3,5,20,28.0
2821549,5,5,12,26.0
1614660,3,3,19,34.0
163569,1,2,16,45.0
476402,1,4,12,47.0
1052239,2,3,14,133.0
1955715,4,3,16,55.0
6606122,12,1,15,20.0
3015625,6,7,17,25.0
6617106,12,3,9,9.0
3509530,6,4,14,4.0
2843691,5,5,17,123.0
1281659,3,7,18,55.0
4051743,7,1,9,17.0
5700721,10,7,19,19.0
6832755,12,2,19,2.0
4748158,8,4,15,68.0
2302198,4,1,17,14.0
3230684,6,1,16,100.0
1289408,3,1,17,14.0
1073335,2,2,14,16.0
662828,2,3,18,6.0
6591979,12,5,6,24.0
4560656,8,1,18,81.0
2824226,5,4,17,23.0
6078540,11,5,21,21.0
6840535,12,7,13,109.0
4408347,8,7,15,7.0
4568539,8,5,13,182.0
3322743,6,1,16,210.0
3499924,6,4,10,18.0
3934235,7,4,18,110.0
1812900,4,3,7,32.0
5132083,9,2,9,20.0
2540123,5,6,13,53.0
4797992,8,5,14,26.0
3163427,6,6,13,25.0
1155062,2,6,15,9.0
1135696,2,5,9,115.0
748161,2,5,17,15.0
177768,1,7,16,161.0
4561558,8,5,18,70.0
1638239,3,6,13,105.0
1445270,3,4,15,27.0
3771732,7,3,14,55.0
4272151,8,4,18,92.0
6203219,11,5,15,5.0
845060,2,2,10,46.0
3568635,6,7,19,10.0
3941090,7,2,20,257.0
331600,1,7,17,116.0
3163115,6,5,21,28.0
637354,2,2,13,21.0
4359472,8,5,19,17.0
2824897,5,4,12,62.0
1239082,3,6,19,19.0
4409059,8,1,9,37.0
4115081,7,4,14,32.0
6837188,12,5,11,43.0
4973281,9,1,12,30.0
1521085,3,7,10,41.0
1502468,3,6,16,141.0
517014,1,2,16,10.0
3012850,6,7,16,198.0
6744148,12,5,19,298.0
4717969,8,5,17,15.0
1684333,3,1,14,19.0
1585989,3,5,15,49.0
5132174,9,2,20,8.0
1517678,3,2,17,178.0
2238089,4,2,20,25.0
305461,1,4,14,7.0
610173,2,1,15,14.0
3148649,6,2,17,25.0
3432410,6,4,13,46.0
2128201,4,4,21,27.0
1668143,3,1,12,13.0
3443563,6,3,15,103.0
6903099,12,2,11,3.0
6592111,12,5,18,119.0
1338719,3,4,20,75.0
5525879,10,5,15,50.0
2453093,5,4,8,68.0
3671147,7,3,18,187.0
2210269,4,7,16,3.0
755235,2,3,11,38.0
5448224,10,3,6,126.0
1514248,3,5,19,94.0
2909922,5,1,18,37.0
2123557,4,5,17,19.0
2408268,5,5,6,55.0
307381,1,6,12,14.0
430212,1,6,18,6.0
5674456,10,5,14,9.0
1172310,2,2,15,6.0
3774823,7,5,21,41.0
4238006,8,1,19,101.0
1570570,3,2,6,16.0
994751,2,5,13,8.0
1129312,2,5,13,13.0
3188728,6,7,9,88.0
3052553,6,4,8,10.0
116158,1,3,17,3.0
3333548,6,7,20,57.0
6494843,12,5,14,6.0
1100072,2,5,20,5.0
893298,2,7,19,11.0
175910,1,6,9,36.0
6839545,12,6,11,5.0
2772022,5,3,7,62.0
3107093,6,4,19,36.0
6878850,12,2,14,79.0
4221068,7,4,19,10.0
6984664,12,7,7,34.0
1331474,3,6,9,25.0
6262198,11,5,10,25.0
6559605,12,6,16,12.0
4135416,7,7,18,3.0
4335035,8,7,13,103.0
4746855,8,5,17,2.0
2888137,5,2,8,38.0
4864296,9,2,6,77.0
2893154,5,2,13,46.0
516124,1,1,12,10.0
4765057,8,1,7,31.0
3155990,6,1,12,12.0
6325544,11,5,7,141.0
678732,2,1,9,73.0
1153486,2,6,14,11.0
440031,1,5,18,22.0
2893030,5,2,15,52.0
3308639,6,4,20,3.0
6657015,12,1,7,190.0
2128089,4,7,12,36.0
6840907,12,2,9,89.0
176159,1,6,11,45.0
2317278,4,5,19,208.0
772838,2,3,9,70.0
6904730,12,1,22,15.0
1299826,3,3,16,7.0
3145241,6,5,16,67.0
3325862,6,7,12,77.0
6943224,12,2,20,17.0
3920630,7,1,22,24.0
667233,2,4,8,30.0
3604806,7,3,19,64.0
6833279,12,5,20,7.0
2502025,5,3,14,8.0
307961,1,6,21,93.0
1966246,4,7,7,136.0
913310,2,1,9,101.0
60308,1,1,12,23.0
3447806,6,1,19,17.0
6906271,12,5,18,39.0
3916677,7,3,8,35.0
3071326,6,3,19,59.0
4242184,8,2,21,78.0
6608220,12,5,20,25.0
1250817,3,2,20,63.0
6664044,12,2,14,41.0
2868369,5,2,14,16.0
2271838,4,4,22,128.0
401973,1,2,12,42.0
1008474,2,7,12,66.0
244533,1,2,15,21.0
1485799,3,3,14,12.0
1368054,3,5,13,54.0
913459,2,4,20,122.0
341753,1,7,20,6.0
106454,1,1,20,6.0
648333,2,5,19,2.0
519563,1,4,9,8.0
1055169,2,7,17,8.0
497346,1,3,19,21.0
3346247,6,4,20,4.0
237174,1,2,11,11.0
3140145,6,6,18,23.0
3124013,6,2,16,44.0
4355740,8,3,15,14.0
1621954,3,1,18,8.0
1704672,3,1,19,55.0
3115997,6,2,15,23.0
6568106,12,2,21,64.0
1137813,2,5,6,61.0
3926629,7,6,21,16.0
1571344,3,1,11,15.0
3226208,6,7,17,16.0
1046611,2,4,6,7.0
1335457,3,5,19,25.0
6491677,12,4,9,42.0
509850,1,2,16,3.0
5204834,9,6,14,21.0
498162,1,4,15,1.0
2555129,5,4,17,44.0
875727,2,5,14,5.0
3768658,7,4,18,44.0
401220,1,6,12,24.0
4390693,8,4,10,61.0
726255,2,4,15,7.0
4057146,7,1,13,85.0
3739808,7,4,21,25.0
3939832,7,7,18,294.0
3864548,7,6,6,27.0
662750,2,3,17,10.0
3850327,7,7,7,29.0
6881345,12,5,9,108.0
1570239,3,1,17,43.0
3289073,6,5,18,2.0
479973,1,2,15,12.0
3777391,7,7,18,14.0
3937274,7,5,16,70.0
3776769,7,4,17,200.0
6031357,11,7,12,11.0
6874737,12,7,16,165.0
758511,2,2,21,28.0
3798376,7,6,6,48.0
4747305,8,4,17,84.0
4989209,9,7,17,60.0
1522159,3,5,12,20.0
4991620,9,5,14,79.0
3533344,6,6,10,25.0
6612866,12,2,10,30.0
6804738,12,3,7,23.0
2362608,4,5,15,3.0
6222804,11,7,18,15.0
4530880,8,5,17,59.0
2589810,5,4,11,71.0
2506614,5,5,17,6.0
5550908,10,1,9,68.0
2029483,4,6,17,23.0
6162839,11,7,14,107.0
3327064,6,5,15,44.0
929547,2,3,17,8.0
3741730,7,7,16,68.0
5141229,9,6,12,27.0
4714839,8,5,18,100.0
1185079,3,4,15,8.0
4178825,7,7,11,21.0
2759033,5,1,11,20.0
4147684,7,7,19,11.0
1522792,3,6,16,100.0
4505040,8,6,11,7.0
3120165,6,7,15,111.0
2898511,5,5,9,1.0
754055,2,1,18,40.0
3160224,6,1,18,18.0
3589616,6,7,17,44.0
4236111,8,7,20,8.0
4093663,7,3,18,165.0
175936,1,6,9,112.0
5446077,10,3,19,14.0
2910747,5,6,22,31.0
4720969,8,5,19,24.0
4052523,7,5,21,52.0
4473019,8,2,11,29.0
6965289,12,7,11,10.0
518393,1,4,11,14.0
2110672,4,6,20,11.0
6744231,12,5,10,220.0
721073,2,2,17,25.0
6840235,12,1,9,22.0
4103557,7,2,22,6.0
1565237,3,2,18,3.0
585697,1,4,11,7.0
2237130,4,4,19,106.0
671421,2,5,13,11.0
6781903,12,1,21,10.0
2628792,5,4,18,10.0
3575888,6,2,6,15.0
3320303,6,4,10,19.0
1810194,4,3,20,5.0
6490477,12,3,12,47.0
4380569,8,1,15,87.0
4045577,7,4,17,33.0
3222819,6,5,9,67.0
2788332,5,6,6,8.0
3578693,6,7,15,52.0
492232,1,7,18,10.0
4798759,8,2,10,9.0
982786,2,7,9,61.0
993146,2,1,9,9.0
3043706,6,2,15,45.0
2421825,5,2,13,16.0
3125017,6,4,21,135.0
2556419,5,6,20,30.0
4113261,7,4,14,47.0
4869157,9,3,13,56.0
3671540,7,3,20,7.0
2219708,4,5,12,10.0
4025298,7,4,15,22.0
6081586,11,5,10,43.0
2971787,5,1,20,10.0
1614332,3,6,14,1.0
3056787,6,6,17,94.0
920190,2,5,14,82.0
2192942,4,3,19,55.0
383700,1,4,9,54.0
6605396,12,6,13,55.0
2125296,4,6,15,30.0
862821,2,3,8,234.0
4661575,8,7,12,10.0
1236977,3,5,8,8.0
1749597,3,1,12,15.0
6657684,12,7,7,16.0
3759076,7,2,21,120.0
1636968,3,2,21,52.0
3483591,6,1,21,15.0
2974477,5,4,15,47.0
118002,1,6,15,37.0
1664513,3,5,17,87.0
3870029,7,7,17,7.0
4059840,7,4,13,73.0
3382826,6,2,13,21.0
3438878,6,4,19,86.0
4881411,9,7,8,61.0
6203971,11,5,20,66.0
6927621,12,1,7,46.0
3394271,6,6,19,113.0
3039652,6,1,18,106.0
6589410,12,1,8,72.0
748455,2,5,7,36.0
6760322,12,5,16,48.0
6539418,12,5,10,59.0
1092409,2,2,11,44.0
3022467,6,2,14,11.0
3860756,7,6,17,15.0
40552,1,2,7,136.0
120820,1,4,15,12.0
2708696,5,5,17,25.0
3159772,6,7,18,148.0
6979911,12,6,12,36.0
4733892,8,5,20,19.0
35450,1,1,7,14.0
6899268,12,7,10,24.0
6842754,12,7,18,12.0
329041,1,4,18,18.0
4116095,7,5,16,32.0
6562028,12,2,16,3.0
1587518,3,7,10,3.0
2427432,5,3,7,12.0
3671971,7,3,19,130.0
3779927,7,4,20,190.0
4597440,8,6,11,14.0
987587,2,5,20,45.0
6237206,11,6,17,29.0
2786979,5,6,9,10.0
500664,1,3,18,9.0
4559146,8,4,17,47.0
6909770,12,7,6,18.0
835368,2,5,8,8.0
6870086,12,3,16,9.0
3935221,7,4,18,31.0
2409056,5,5,14,222.0
4892036,9,3,17,4.0
6987373,12,3,21,49.0
4763475,8,3,18,33.0
3621011,7,2,17,7.0
1290367,3,2,19,12.0
985992,2,1,12,9.0
923748,2,2,12,93.0
6821892,12,6,8,302.0
3311954,6,7,19,37.0
6757848,12,3,15,9.0
3958869,7,6,14,79.0
6516845,12,5,21,10.0
3418554,6,1,6,110.0
3661253,7,7,20,11.0
2452860,5,4,18,6.0
4215828,7,7,11,100.0
3080061,6,5,17,76.0
3323077,6,7,10,12.0
3584913,6,3,19,16.0
3276926,6,3,16,1.0
4949825,9,1,6,343.0
2126209,4,1,21,116.0
1615137,3,7,9,25.0
3353601,6,7,18,17.0
5397027,10,2,15,13.0
2973248,5,1,15,10.0
829612,2,7,8,9.0
3944556,7,6,17,55.0
1787755,3,6,21,23.0
5136156,9,6,12,15.0
6573723,12,2,15,17.0
114853,1,3,14,14.0
5685863,10,5,16,23.0
1523212,3,2,12,16.0
3770281,7,5,16,83.0
1714057,3,4,15,385.0
1669368,3,7,17,46.0
5786614,10,4,13,43.0
1597652,3,4,16,12.0
6603176,12,1,21,59.0
3566841,6,6,15,29.0
6897502,12,7,9,6.0
4193052,7,4,20,21.0
3956574,7,4,21,23.0
1769241,3,1,14,30.0
801611,2,7,21,25.0
3888699,7,1,15,6.0
2718851,5,5,14,30.0
3803553,7,3,17,15.0
713685,2,1,19,9.0
158757,1,1,9,12.0
1507269,3,6,11,151.0
1089552,2,2,21,7.0
6742441,12,4,11,9.0
6673633,12,6,12,13.0
123402,1,3,14,6.0
4006781,7,2,15,5.0
6835301,12,7,19,53.0
3542955,6,2,17,23.0
1744682,3,2,21,9.0
6941176,12,3,19,15.0
162303,1,7,19,18.0
340986,1,3,16,52.0
2876720,5,3,11,25.0
469818,1,7,9,182.0
3059916,6,7,19,7.0
3545066,6,6,20,124.0
246592,1,4,13,19.0
1610391,3,1,8,14.0
391696,1,7,6,390.0
4764826,8,4,21,7.0
5831205,10,7,10,11.0
1099238,2,2,8,29.0
6921452,12,4,15,10.0
1570312,3,5,7,126.0
3671811,7,3,16,18.0
4760993,8,5,21,12.0
3002402,6,3,11,21.0
3163524,6,6,21,10.0
1758424,3,3,19,3.0
1728683,3,6,21,26.0
3433345,6,2,21,88.0
1779165,3,6,18,11.0
469333,1,7,7,175.0
6845213,12,1,7,38.0
6758420,12,5,12,22.0
5216204,9,4,17,40.0
6566926,12,4,14,10.0
4387491,8,6,17,295.0
2950613,5,2,14,117.0
1485322,3,3,14,13.0
6664534,12,2,18,174.0
413288,1,1,20,13.0
454033,1,2,16,30.0
4462118,8,3,19,32.0
6605219,12,5,11,16.0
758218,2,1,14,23.0
2822055,5,5,13,30.0
3155900,6,7,21,69.0
986895,2,5,19,21.0
6772627,12,4,11,10.0
2419096,5,1,21,25.0
1337620,3,2,19,15.0
412986,1,4,6,19.0
911646,2,2,17,50.0
3777421,7,5,17,60.0
1746511,3,2,20,79.0
1954458,4,1,9,30.0
3161356,6,3,12,25.0
162143,1,7,15,17.0
3383885,6,2,15,87.0
1510822,3,3,17,59.0
6204240,11,5,20,26.0
6612036,12,7,16,214.0
4417460,8,5,22,67.0
964781,2,2,6,55.0
4219060,7,3,21,7.0
3157916,6,4,16,21.0
3557550,6,1,11,13.0
760754,2,5,13,65.0
2132372,4,6,16,6.0
6810224,12,4,9,51.0
111879,1,2,13,70.0
6464661,11,5,17,9.0
2122941,4,6,11,30.0
2971311,5,5,17,13.0
4146819,7,4,16,11.0
6666801,12,5,9,7.0
7006114,12,3,21,39.0
3149684,6,3,19,135.0
1571898,3,7,11,3.0
6518578,12,5,17,68.0
411,1,4,20,12.0
4351281,8,4,21,31.0
6964287,12,6,18,6.0
2357971,4,6,17,81.0
3431091,6,3,10,33.0
6337927,11,5,6,22.0
3406567,6,7,11,2.0
2466906,5,2,12,58.0
4861908,9,1,16,2.0
1024583,2,2,13,54.0
1945078,4,6,10,10.0
2533961,5,4,18,24.0
827299,2,3,16,8.0
1338250,3,3,15,11.0
2825292,5,5,10,66.0
78409,1,7,12,4.0
4046089,7,5,21,57.0
754263,2,1,19,41.0
4475729,8,7,19,15.0
5301296,9,6,16,5.0
4302089,8,6,16,36.0
1100698,2,5,15,118.0
6898331,12,2,7,18.0
3940324,7,3,18,43.0
3485358,6,2,16,31.0
6875280,12,5,7,133.0
926251,2,5,9,33.0
481141,1,1,15,6.0
6782193,12,2,14,13.0
5463427,10,1,9,45.0
3034478,6,6,13,191.0
6609987,12,3,11,42.0
706270,2,2,8,10.0
