,Month,DayOfWeek,Time,NASDelay
4062370,7,1,19,17.0
162758,1,1,21,20.0
3730897,7,2,14,8.0
2020100,4,2,14,19.0
2208081,4,6,0,7.0
5558774,10,6,12,68.0
5053616,9,3,13,12.0
4051341,7,3,13,7.0
2107450,4,5,11,10.0
2816960,5,5,17,18.0
3981426,7,3,8,15.0
2345122,4,3,13,19.0
3481285,6,7,18,5.0
2031859,4,4,16,130.0
2576415,5,2,17,24.0
585509,1,3,20,2.0
4822697,8,4,17,7.0
7000244,12,5,11,22.0
6948517,12,1,7,3.0
1811673,4,3,20,17.0
7005429,12,3,10,67.0
994089,2,4,13,33.0
247212,1,7,14,11.0
1289042,3,5,13,9.0
637876,2,2,20,36.0
3822406,7,7,8,18.0
2383400,4,6,12,11.0
2807447,5,5,15,14.0
6513170,12,4,15,9.0
4028077,7,7,17,15.0
1737249,3,7,15,15.0
4751095,8,5,9,3.0
2655632,5,5,8,19.0
3367007,6,4,14,50.0
545192,1,2,17,24.0
4840563,8,3,20,7.0
6607067,12,3,20,7.0
3408661,6,1,11,20.0
2363785,4,2,17,1.0
2118743,4,5,19,1.0
409915,1,2,18,6.0
707657,2,2,17,19.0
3527867,6,1,15,9.0
6156507,11,7,11,27.0
3077323,6,5,10,7.0
6986397,12,4,7,19.0
1061602,2,5,21,5.0
3558498,6,3,10,26.0
3280581,6,6,14,18.0
5519275,10,5,9,25.0
118528,1,5,12,1.0
302186,1,4,8,1.0
2992866,5,5,11,23.0
1510052,3,1,18,23.0
1907609,4,4,17,9.0
5619669,10,4,20,13.0
2936027,5,4,16,16.0
4637238,8,3,16,104.0
384125,1,2,10,5.0
6958705,12,2,18,68.0
1008864,2,4,16,16.0
5908828,10,2,17,65.0
6988831,12,1,16,15.0
445789,1,2,16,17.0
6804731,12,3,6,15.0
6952703,12,5,11,35.0
5454760,10,5,13,3.0
3245914,6,2,16,19.0
2457458,5,5,6,15.0
3077970,6,5,10,5.0
6925312,12,3,6,39.0
6648671,12,5,18,3.0
3183890,6,4,15,1.0
4943527,9,2,19,6.0
2756796,5,5,20,13.0
6904631,12,1,14,7.0
6803974,12,2,9,4.0
2874286,5,6,14,12.0
2581560,5,5,6,25.0
3927018,7,6,18,8.0
4467880,8,3,21,18.0
885173,2,5,10,36.0
243002,1,5,8,22.0
99882,1,6,6,18.0
2550563,5,2,11,12.0
6439146,11,4,17,99.0
5942679,11,1,15,19.0
4996765,9,2,17,19.0
4176925,7,4,13,51.0
4748461,8,3,23,5.0
5594825,10,7,16,62.0
1610846,3,3,9,32.0
1536064,3,2,9,22.0
4117897,7,3,19,31.0
3954668,7,4,14,184.0
6419904,11,2,18,35.0
1332023,3,7,10,17.0
3364519,6,7,11,39.0
3491422,6,3,16,10.0
464483,1,7,13,11.0
4465033,8,2,9,39.0
6022611,11,5,14,6.0
3229834,6,7,17,4.0
1616844,3,5,21,6.0
6892809,12,4,17,152.0
1469101,3,2,9,16.0
2044030,4,2,9,80.0
1147863,2,4,19,33.0
6899239,12,2,7,83.0
4117926,7,2,11,49.0
3887564,7,7,10,2.0
3505908,6,5,15,111.0
2337827,4,2,6,5.0
716295,2,1,8,25.0
5603154,10,1,10,19.0
5660999,10,4,19,17.0
492350,1,5,18,7.0
4286382,8,1,6,10.0
2301132,4,5,10,12.0
6530877,12,2,15,2.0
4065459,7,4,10,25.0
6657910,12,1,18,22.0
1899908,4,1,17,43.0
638567,2,2,7,55.0
851916,2,1,11,40.0
1642997,3,6,12,18.0
1440993,3,1,13,2.0
1084329,2,1,21,6.0
1001120,2,5,15,18.0
6954799,12,1,9,33.0
3786845,7,5,10,15.0
5014161,9,7,11,71.0
6374816,11,4,11,25.0
4135475,7,2,9,18.0
2496142,5,3,16,25.0
6869973,12,7,7,66.0
6260046,11,1,14,7.0
846043,2,3,17,27.0
5102910,9,5,15,17.0
3344418,6,5,16,22.0
4659171,8,7,18,3.0
1496086,3,4,10,50.0
1902015,4,3,15,17.0
4044768,7,7,19,10.0
6707137,12,5,13,12.0
2596280,5,1,15,125.0
1451315,3,2,15,12.0
4985996,9,1,9,15.0
4348011,8,5,13,46.0
4147000,7,5,18,2.0
6779322,12,1,10,26.0
6875647,12,3,11,25.0
3833667,7,7,15,10.0
3697009,7,3,11,32.0
6310092,11,4,13,19.0
6912019,12,5,16,149.0
4989335,9,1,14,38.0
3220104,6,5,15,15.0
4865906,9,2,9,172.0
5445436,10,2,11,21.0
4992028,9,6,13,53.0
3377702,6,5,12,13.0
3210215,6,6,12,8.0
5524410,10,5,10,3.0
4674709,8,2,18,37.0
6646348,12,5,6,82.0
3204214,6,2,6,16.0
6231258,11,7,6,22.0
1531388,3,1,17,15.0
3922033,7,2,18,105.0
2246198,4,4,19,24.0
3563208,6,3,18,97.0
753497,2,7,12,16.0
2191184,4,6,7,17.0
6417172,11,4,16,87.0
4809216,8,2,19,2.0
1151827,2,5,16,17.0
4567920,8,5,13,7.0
1025408,2,7,18,40.0
226148,1,4,8,17.0
2547442,5,4,20,39.0
6665313,12,2,17,42.0
334633,1,3,16,20.0
510538,1,4,15,6.0
6614662,12,6,11,59.0
456290,1,7,6,14.0
1602592,3,4,20,7.0
3731956,7,3,19,105.0
5028941,9,3,6,4.0
1457571,3,7,16,28.0
6640428,12,1,8,16.0
6348027,11,4,11,26.0
5962403,11,7,18,43.0
2008532,4,6,12,3.0
3774737,7,4,17,22.0
1579297,3,5,13,8.0
3721098,7,7,21,79.0
4174189,7,6,21,25.0
1433115,3,2,6,157.0
2366815,4,7,7,26.0
4222280,7,5,11,8.0
1576992,3,7,8,4.0
3203476,6,2,7,19.0
6709776,12,7,20,45.0
1008555,2,5,17,15.0
4513195,8,5,15,28.0
5875872,10,6,14,29.0
1758273,3,4,17,2.0
1281535,3,4,6,6.0
1814925,4,4,19,8.0
555557,1,5,19,32.0
6927936,12,6,10,23.0
1473985,3,6,17,31.0
1626933,3,2,10,17.0
3905140,7,7,7,15.0
3708033,7,7,16,4.0
6350482,11,4,6,27.0
389099,1,4,12,20.0
2983146,5,4,18,36.0
5392945,10,7,20,9.0
1463828,3,5,14,26.0
297388,1,2,14,17.0
4182559,7,4,11,33.0
5098541,9,1,6,22.0
1761927,3,7,17,15.0
6836381,12,4,18,25.0
1026139,2,4,18,14.0
1970159,4,2,14,11.0
5060934,9,5,13,83.0
2010824,4,2,8,30.0
1913030,4,7,19,107.0
6980680,12,5,10,319.0
6974090,12,7,12,96.0
3544650,6,5,7,16.0
4502838,8,4,16,41.0
721069,2,5,12,5.0
6631479,12,7,18,24.0
2812126,5,5,22,25.0
1721852,3,2,19,10.0
5486745,10,3,11,16.0
3239213,6,2,11,34.0
6563692,12,7,18,57.0
5955005,11,5,16,7.0
346283,1,4,18,27.0
3495877,6,1,18,6.0
3349964,6,3,15,269.0
2934207,5,7,15,42.0
253045,1,7,10,22.0
2240495,4,1,16,16.0
5075442,9,3,9,4.0
1455740,3,6,16,8.0
3900082,7,3,19,131.0
3498599,6,4,8,27.0
4403675,8,6,6,26.0
1630868,3,6,13,9.0
1702926,3,6,18,10.0
4094587,7,4,17,17.0
6192799,11,5,17,19.0
3599393,6,1,18,20.0
3594516,6,4,19,2.0
6203495,11,5,5,22.0
5103423,9,5,9,20.0
543991,1,6,13,6.0
1660743,3,7,14,16.0
6205046,11,6,7,16.0
255716,1,7,10,4.0
3424126,6,4,12,30.0
4387783,8,7,14,22.0
2479207,5,5,17,8.0
6575623,12,6,8,11.0
4592554,8,7,19,2.0
401935,1,5,9,7.0
1775757,3,3,8,36.0
5928332,10,6,8,21.0
4609784,8,2,8,21.0
874373,2,4,11,8.0
5472763,10,4,11,9.0
2048682,4,6,17,5.0
3980238,7,1,13,4.0
1529113,3,7,10,12.0
2224436,4,1,18,6.0
3442384,6,3,12,6.0
6240479,11,6,12,15.0
4491599,8,5,12,8.0
6907470,12,2,19,47.0
1503795,3,5,12,5.0
5730466,10,1,21,2.0
868507,2,7,7,15.0
6923416,12,6,10,67.0
3434039,6,7,19,33.0
4066924,7,6,10,74.0
702725,2,2,16,83.0
6670676,12,7,7,45.0
6532912,12,3,13,2.0
6936063,12,5,18,3.0
2866396,5,4,11,23.0
1794008,4,5,17,25.0
875568,2,5,17,21.0
3039417,6,1,17,204.0
3526225,6,4,19,2.0
6977337,12,2,8,9.0
1128678,2,4,15,4.0
1727839,3,5,9,14.0
507691,1,4,19,40.0
3456464,6,7,17,23.0
535384,1,6,20,2.0
4015696,7,3,19,11.0
2503529,5,3,6,17.0
3704104,7,2,15,1.0
4468994,8,3,18,31.0
1304106,3,5,18,6.0
1555743,3,7,13,27.0
254374,1,2,11,13.0
2374253,4,6,6,3.0
2833906,5,1,22,8.0
1218589,3,7,20,5.0
2817128,5,6,15,30.0
614224,2,2,15,26.0
4806756,8,5,11,25.0
6552113,12,2,16,2.0
5480382,10,4,13,82.0
4312221,8,2,18,2.0
3522608,6,7,12,77.0
1030422,2,4,21,42.0
163269,1,2,21,15.0
6198802,11,7,14,19.0
3704124,7,6,17,18.0
5886649,10,3,12,2.0
4016427,7,3,7,2.0
914306,2,6,9,2.0
6567374,12,3,12,16.0
3215986,6,4,9,69.0
2217617,4,7,9,21.0
1523274,3,1,7,15.0
910028,2,3,11,14.0
1941170,4,7,20,13.0
2667698,5,1,8,18.0
3784104,7,3,16,142.0
5664843,10,4,9,2.0
3979615,7,1,16,18.0
4783232,8,4,18,16.0
6836299,12,1,12,17.0
3590331,6,7,20,7.0
5222343,9,5,18,17.0
1504443,3,4,16,21.0
2463039,5,7,16,1.0
2145149,4,5,16,14.0
4657131,8,2,18,21.0
6558482,12,7,12,9.0
5702496,10,1,16,28.0
6678467,12,1,10,85.0
4572975,8,3,12,14.0
6885505,12,5,13,3.0
6684245,12,6,13,27.0
50254,1,5,22,1.0
2823099,5,4,18,44.0
2502937,5,3,8,15.0
885979,2,5,17,13.0
2207719,4,5,20,17.0
1225280,3,2,19,5.0
3976422,7,4,21,6.0
6905378,12,1,19,32.0
488060,1,3,14,10.0
6142794,11,1,18,3.0
577519,1,5,7,50.0
5021371,9,5,8,9.0
4113714,7,3,8,15.0
516207,1,6,7,12.0
2187008,4,6,16,33.0
3547556,6,4,7,18.0
1022969,2,6,6,18.0
2290402,4,4,7,17.0
1745671,3,4,15,135.0
6765082,12,4,15,4.0
1995351,4,6,17,38.0
459387,1,1,10,9.0
3984292,7,7,17,95.0
519173,1,3,19,66.0
4653868,8,7,18,20.0
2956623,5,4,14,25.0
2044914,4,3,17,31.0
6014726,11,2,21,11.0
5677473,10,7,14,27.0
3848455,7,2,10,10.0
6634026,12,5,14,6.0
1002522,2,2,11,4.0
2354303,4,4,14,46.0
4267002,8,3,21,11.0
2030310,4,2,8,15.0
3001565,6,3,16,2.0
3109216,6,2,16,50.0
6880661,12,6,10,15.0
6748993,12,2,14,16.0
3801194,7,1,17,88.0
1135283,2,2,11,24.0
3594277,6,3,16,7.0
620289,2,4,9,16.0
6176086,11,4,12,46.0
4137754,7,3,16,50.0
1143144,2,2,9,49.0
5916704,10,5,9,21.0
2505052,5,1,19,1.0
1108465,2,4,12,20.0
3184349,6,4,21,1.0
1767106,3,4,9,16.0
2660430,5,2,20,22.0
6514514,12,4,11,11.0
6721396,12,3,8,39.0
2539202,5,5,7,81.0
4126777,7,1,13,21.0
6932577,12,4,15,12.0
901451,2,6,7,57.0
965596,2,6,16,4.0
4308995,8,1,19,27.0
2218308,4,4,18,23.0
3154950,6,5,13,1.0
2242992,4,2,10,4.0
1447329,3,6,15,24.0
2609489,5,4,13,4.0
1299711,3,4,16,16.0
4778235,8,4,11,9.0
1765658,3,4,18,11.0
4390613,8,4,9,4.0
6030686,11,7,19,30.0
6864045,12,2,17,52.0
3239139,6,4,19,44.0
4156961,7,3,16,27.0
3103521,6,1,20,34.0
3663116,7,7,18,38.0
5159810,9,6,18,17.0
93882,1,4,15,77.0
6517755,12,5,15,16.0
208295,1,5,12,261.0
2088988,4,4,15,3.0
2117859,4,5,16,15.0
651375,2,6,12,10.0
1407447,3,7,17,7.0
2809636,5,3,12,2.0
1502506,3,5,12,4.0
3070717,6,3,15,58.0
503394,1,5,19,6.0
2209829,4,5,21,16.0
1002853,2,5,11,22.0
5699180,10,2,13,7.0
4118727,7,4,17,39.0
2467871,5,2,19,12.0
6054951,11,2,21,17.0
4293982,8,4,16,46.0
5800184,10,4,12,1.0
2605584,5,1,15,16.0
6518211,12,5,11,31.0
6324700,11,5,16,12.0
6839316,12,7,12,60.0
6463481,11,4,8,26.0
2250918,4,4,21,15.0
2679816,5,3,10,16.0
444142,1,2,18,6.0
5274264,9,6,10,5.0
2395031,5,1,8,24.0
92882,1,4,20,1.0
1728934,3,6,12,39.0
3422632,6,6,19,2.0
518729,1,5,8,20.0
299344,1,3,7,1.0
6972185,12,2,7,106.0
2911346,5,2,20,14.0
762027,2,1,19,1.0
1696359,3,2,7,10.0
203026,1,2,21,31.0
1779851,3,7,6,7.0
4551491,8,3,10,18.0
5643573,10,3,10,46.0
812403,2,1,14,37.0
233317,1,5,18,3.0
4154796,7,6,18,8.0
4109390,7,6,13,14.0
6692067,12,6,16,97.0
4335832,8,6,11,15.0
5243945,9,3,13,28.0
3861154,7,7,9,170.0
1616969,3,1,17,7.0
522829,1,1,20,98.0
2864394,5,4,7,25.0
4710206,8,3,11,24.0
4457,1,5,21,30.0
6433895,11,4,20,5.0
4977770,9,1,14,127.0
1537990,3,5,15,21.0
4455216,8,4,22,51.0
2999375,6,3,16,15.0
891836,2,5,21,19.0
5613418,10,1,11,1.0
4115078,7,1,14,27.0
6970893,12,3,9,40.0
3208536,6,5,20,21.0
4109217,7,2,11,11.0
2349711,4,2,18,25.0
2008287,4,5,12,23.0
4984285,9,5,15,7.0
5763307,10,7,14,34.0
1752435,3,5,13,117.0
1548194,3,4,19,20.0
1159379,2,5,18,149.0
6208299,11,2,14,2.0
4471635,8,7,13,37.0
6367301,11,2,17,102.0
1685305,3,2,21,4.0
1897051,4,3,14,10.0
942083,2,3,21,8.0
3866598,7,5,17,12.0
2374400,4,6,13,3.0
6224279,11,5,9,126.0
6603689,12,2,9,24.0
1129562,2,5,16,1.0
401529,1,3,9,4.0
5565806,10,3,15,12.0
3708235,7,1,14,10.0
6676946,12,2,15,15.0
5938637,10,7,17,16.0
1811093,4,3,17,5.0
1152382,2,5,15,27.0
990173,2,1,21,51.0
909564,2,7,16,227.0
6048524,11,4,20,108.0
6541041,12,6,10,56.0
4132328,7,2,18,51.0
1386730,3,2,18,86.0
4179160,7,1,19,16.0
2267313,4,1,12,8.0
1330918,3,5,16,21.0
67218,1,3,12,4.0
3002696,6,4,16,2.0
2849856,5,4,6,17.0
989459,2,3,11,2.0
4841111,8,4,17,19.0
186098,1,5,9,92.0
6169076,11,5,13,7.0
717014,2,5,20,6.0
5867257,10,1,6,17.0
514063,1,7,10,15.0
2352223,4,2,14,46.0
4804246,8,1,6,8.0
1150947,2,5,15,46.0
1212666,3,5,16,11.0
2267964,4,1,22,59.0
3673486,7,3,15,87.0
2579392,5,4,21,1.0
2353526,4,3,20,25.0
1539779,3,7,9,15.0
3030057,6,5,14,14.0
4186572,7,3,6,16.0
307354,1,6,8,32.0
4474212,8,5,14,1.0
3698086,7,3,10,18.0
1306322,3,1,13,20.0
5502874,10,3,20,26.0
1510457,3,2,16,1.0
2734996,5,4,19,22.0
6910225,12,2,21,17.0
4481023,8,1,9,87.0
1601300,3,5,15,11.0
4181567,7,4,17,47.0
78194,1,7,12,179.0
904628,2,2,15,50.0
6603277,12,1,10,14.0
6796307,12,4,10,7.0
2430615,5,4,19,2.0
6779635,12,5,12,103.0
4220553,7,4,17,221.0
3147937,6,1,5,16.0
2280508,4,5,15,20.0
6707705,12,5,7,5.0
2294740,4,6,17,1.0
4998994,9,4,16,10.0
3218633,6,4,19,51.0
2233016,4,4,14,3.0
3579481,6,5,16,35.0
486460,1,4,15,1.0
2681654,5,5,7,21.0
6510381,12,3,7,32.0
956769,2,2,11,6.0
332167,1,3,20,16.0
2857250,5,1,17,2.0
1016332,2,3,17,23.0
2777297,5,5,12,7.0
931754,2,5,7,26.0
6446342,11,1,17,19.0
261990,1,6,11,34.0
114654,1,7,19,18.0
6185532,11,5,9,32.0
3607695,7,4,6,16.0
5701449,10,5,11,96.0
899991,2,5,13,55.0
6598306,12,7,13,25.0
3351855,6,5,13,38.0
3238221,6,1,18,40.0
2188030,4,2,8,16.0
1373796,3,1,8,32.0
6770025,12,2,6,45.0
6730856,12,1,9,4.0
1288786,3,5,9,11.0
6852029,12,7,15,23.0
573578,1,6,11,21.0
6865650,12,2,10,45.0
6607047,12,3,21,8.0
617554,2,3,19,15.0
1094105,2,5,18,21.0
4063926,7,4,13,27.0
5078913,9,6,18,17.0
6300095,11,2,20,13.0
3778031,7,3,10,27.0
4839250,8,2,20,20.0
1603413,3,5,13,54.0
5519834,10,7,18,140.0
3555054,6,4,17,3.0
2024869,4,1,14,8.0
3527379,6,7,6,15.0
230597,1,2,13,21.0
6841784,12,2,11,178.0
6632924,12,7,13,12.0
5674342,10,5,19,25.0
6396800,11,4,19,1.0
5769126,10,1,19,8.0
5353533,9,2,18,16.0
5146939,9,1,12,9.0
2312900,4,7,19,18.0
3448513,6,7,14,32.0
4293786,8,3,11,1.0
1975256,4,5,13,7.0
2502023,5,5,11,98.0
6564308,12,7,18,68.0
3536448,6,6,15,22.0
2913109,5,5,19,4.0
402400,1,1,13,4.0
54482,1,6,17,59.0
4840783,8,4,17,18.0
1538945,3,6,9,168.0
480814,1,1,11,21.0
6462424,11,3,12,22.0
904352,2,2,13,7.0
3862795,7,7,18,75.0
247429,1,4,18,145.0
6387419,11,5,17,33.0
6327814,11,1,9,7.0
6108626,11,7,8,36.0
2850201,5,3,6,18.0
6608247,12,5,10,2.0
1585120,3,4,11,17.0
1229916,3,3,7,8.0
2423568,5,2,18,6.0
1120304,2,2,17,5.0
77354,1,7,11,1.0
3408176,6,7,19,39.0
4007573,7,7,16,2.0
2561283,5,7,10,15.0
6311184,11,2,10,61.0
6654788,12,2,12,15.0
2845648,5,5,6,15.0
17097,1,2,7,6.0
3446426,6,7,14,8.0
2808962,5,4,16,56.0
2101200,4,6,17,18.0
1622783,3,1,8,19.0
4941638,9,5,15,114.0
6236212,11,5,9,13.0
5223153,9,1,16,7.0
3475169,6,1,16,52.0
6994368,12,1,6,24.0
5843041,10,2,8,15.0
3239477,6,3,8,25.0
758622,2,2,6,17.0
718680,2,5,14,94.0
5913988,10,2,13,19.0
4149551,7,7,21,33.0
3412811,6,7,15,163.0
50259,1,5,14,2.0
1474956,3,7,13,36.0
1267571,3,7,16,8.0
6761396,12,7,12,2.0
5614852,10,6,6,8.0
6337431,11,1,15,2.0
675814,2,7,21,13.0
2381040,4,4,12,7.0
1165089,2,3,17,17.0
4518761,8,3,19,18.0
2401987,5,3,16,3.0
533967,1,3,11,3.0
33108,1,7,12,10.0
2964512,5,4,18,39.0
1747039,3,1,15,8.0
6227439,11,1,10,19.0
2260055,4,1,14,38.0
6413685,11,4,20,16.0
3001793,6,3,16,23.0
3697934,7,3,8,4.0
6516945,12,5,18,2.0
1402170,3,3,6,21.0
3071709,6,3,19,8.0
3473538,6,4,12,21.0
5521691,10,2,14,20.0
4225403,7,1,17,32.0
3765030,7,1,13,7.0
1249298,3,2,12,14.0
6880040,12,4,21,23.0
4592413,8,7,16,14.0
5320261,9,4,13,8.0
4866390,9,2,9,85.0
2610691,5,3,13,1.0
3242837,6,3,8,29.0
1433941,3,6,8,23.0
4157169,7,4,16,4.0
6293481,11,7,5,1.0
1078700,2,5,6,3.0
2621599,5,2,15,24.0
2704447,5,4,8,3.0
86664,1,2,11,15.0
315399,1,5,21,17.0
326298,1,5,6,12.0
1035061,2,5,6,6.0
6868628,12,7,8,1.0
5499098,10,1,15,34.0
6564960,12,6,6,12.0
6355423,11,4,18,38.0
4747280,8,2,15,3.0
4103512,7,6,6,19.0
5835624,10,4,16,91.0
3004413,6,4,6,20.0
2117203,4,1,11,9.0
6524498,12,7,15,65.0
5872415,10,1,6,24.0
4317879,8,4,16,25.0
1845580,4,6,13,5.0
5719366,10,5,18,6.0
3593966,6,3,19,29.0
911266,2,3,10,2.0
2633785,5,6,13,27.0
4574641,8,3,8,22.0
262501,1,6,21,15.0
4458254,8,5,19,30.0
584695,1,3,19,12.0
6544229,12,7,9,12.0
1763267,3,4,19,4.0
6648447,12,1,10,122.0
322826,1,4,21,2.0
875580,2,5,18,10.0
2657721,5,7,18,17.0
3049219,6,3,14,20.0
4852635,9,5,10,3.0
50344,1,5,14,1.0
160859,1,5,13,46.0
1192046,3,6,10,6.0
1208785,3,4,7,15.0
2264584,4,4,7,1.0
5605916,10,2,18,17.0
1616496,3,4,8,30.0
6443642,11,5,8,15.0
5494497,10,7,19,32.0
291264,1,1,9,26.0
3508090,6,5,18,22.0
3549653,6,7,12,47.0
1536084,3,2,8,46.0
6617531,12,1,18,3.0
5314210,9,2,12,4.0
1657582,3,2,12,25.0
2371250,4,4,17,33.0
1535664,3,2,17,7.0
3147653,6,7,15,51.0
1459449,3,2,20,71.0
803955,2,1,9,84.0
5665835,10,5,13,16.0
6634260,12,7,6,19.0
1023207,2,5,12,22.0
1686568,3,6,15,1.0
6519096,12,5,6,9.0
6729505,12,3,11,7.0
3057152,6,6,18,47.0
1644254,3,3,5,28.0
2841922,5,3,17,17.0
1283256,3,1,8,8.0
5851347,10,5,9,6.0
5861528,10,2,9,12.0
2819338,5,5,14,5.0
3905781,7,7,9,21.0
514227,1,2,16,2.0
2360840,4,7,15,132.0
5352830,9,3,11,14.0
5873836,10,3,13,1.0
1763329,3,3,8,43.0
6174023,11,3,13,15.0
2450556,5,3,16,9.0
1663817,3,4,14,21.0
3808090,7,5,18,184.0
2912229,5,2,8,15.0
4793878,8,2,17,42.0
6868799,12,2,17,36.0
4591993,8,6,12,10.0
5085330,9,4,18,36.0
1752222,3,1,6,30.0
1990732,4,4,18,12.0
3156306,6,1,19,108.0
6573311,12,2,17,58.0
6496660,12,5,12,3.0
5024287,9,7,9,13.0
1046491,2,7,14,52.0
4477109,8,4,21,6.0
2965010,5,2,11,15.0
1200477,3,1,11,6.0
1625343,3,4,18,23.0
3607411,7,4,20,13.0
6688608,12,7,16,1.0
4352686,8,4,16,2.0
4105695,7,4,14,5.0
4836873,8,1,14,78.0
2099093,4,5,18,19.0
6884906,12,1,19,21.0
6827943,12,6,11,32.0
2128108,4,7,12,1.0
3136634,6,1,23,16.0
5169882,9,1,15,3.0
5899404,10,2,19,25.0
2230527,4,5,18,37.0
5651005,10,2,5,33.0
4346938,8,5,7,26.0
1661043,3,7,8,19.0
2928453,5,4,10,64.0
1499031,3,7,7,16.0
5718337,10,4,11,4.0
422607,1,2,18,28.0
153605,1,7,21,28.0
2933113,5,5,20,4.0
1158564,2,5,18,17.0
3691206,7,2,17,2.0
3490736,6,3,12,18.0
1472240,3,5,19,47.0
2718113,5,5,15,26.0
6708192,12,6,7,19.0
5062435,9,6,11,9.0
3299992,6,4,13,23.0
5920901,10,7,22,4.0
6978117,12,1,7,35.0
5056098,9,3,17,18.0
2434606,5,5,17,11.0
5139574,9,4,9,21.0
5532043,10,6,15,17.0
3474112,6,7,13,21.0
5045073,9,5,10,157.0
4071647,7,5,12,5.0
3651398,7,4,18,9.0
3512145,6,3,19,30.0
504211,1,1,6,16.0
1089470,2,6,11,5.0
1876563,4,2,7,16.0
2628947,5,4,12,25.0
4582753,8,2,10,11.0
121113,1,5,11,52.0
2839171,5,1,19,5.0
779945,2,7,18,29.0
571918,1,2,19,18.0
470347,1,2,14,10.0
2935518,5,3,8,23.0
2083328,4,2,19,25.0
116534,1,2,16,18.0
1077721,2,5,17,39.0
6172323,11,1,21,31.0
6174032,11,3,18,18.0
6676243,12,3,18,4.0
2819538,5,4,15,48.0
334248,1,5,11,18.0
4156366,7,2,14,5.0
1699705,3,4,18,2.0
2946298,5,2,16,40.0
3135770,6,7,17,17.0
6720051,12,2,7,111.0
5314444,9,2,14,30.0
4727959,8,6,15,39.0
3417378,6,6,13,31.0
516043,1,3,19,8.0
6235349,11,4,9,14.0
1974272,4,5,21,6.0
6513616,12,4,10,7.0
411173,1,2,9,41.0
3406861,6,7,20,25.0
3596000,6,5,17,1.0
759515,2,4,16,69.0
3576432,6,2,17,17.0
1101294,2,7,12,29.0
445565,1,2,6,56.0
6218580,11,3,6,32.0
3125029,6,2,17,5.0
3540575,6,5,16,18.0
3536737,6,6,8,23.0
707856,2,1,10,15.0
4410494,8,1,21,2.0
556360,1,6,11,25.0
2603242,5,5,6,63.0
4079449,7,4,12,31.0
993281,2,5,15,10.0
6603204,12,1,12,22.0
2203605,4,4,19,31.0
6305711,11,7,18,12.0
1629376,3,1,21,40.0
2918947,5,4,15,4.0
5706005,10,4,10,7.0
2617878,5,5,10,27.0
159475,1,3,14,1.0
112652,1,4,6,31.0
1824267,4,7,11,3.0
6929112,12,2,12,22.0
1695305,3,7,6,17.0
6408233,11,6,8,20.0
3770712,7,1,14,15.0
2998054,6,2,20,3.0
3673558,7,3,17,1.0
6230006,11,6,14,17.0
620347,2,4,14,83.0
2413458,5,6,10,27.0
1778044,3,5,19,1.0
3292139,6,1,16,21.0
2633928,5,2,15,17.0
2872166,5,2,8,41.0
1674117,3,6,17,71.0
5499842,10,7,17,19.0
2561778,5,7,20,7.0
4333518,8,5,19,6.0
419906,1,4,11,33.0
5544858,10,7,8,20.0
697435,2,5,14,16.0
4851625,9,5,9,15.0
3163240,6,6,16,19.0
1102031,2,2,14,28.0
1189446,3,5,17,13.0
161597,1,6,12,3.0
5881071,10,5,11,21.0
3253630,6,3,13,14.0
518059,1,4,19,17.0
2815883,5,7,6,20.0
5557214,10,5,10,17.0
4560121,8,5,7,8.0
4697918,8,5,21,16.0
2852293,5,4,14,8.0
6414973,11,6,12,51.0
389058,1,4,11,35.0
2481160,5,6,18,29.0
2806551,5,3,17,1.0
3223739,6,3,14,16.0
2839366,5,4,7,18.0
5845120,10,3,10,7.0
5620091,10,4,7,25.0
6565188,12,5,21,94.0
1945143,4,6,9,8.0
1944957,4,6,16,6.0
3234772,6,7,15,50.0
298810,1,3,6,39.0
3956689,7,7,20,6.0
6488107,12,3,18,74.0
50160,1,5,14,2.0
902124,2,7,16,30.0
1301253,3,5,9,86.0
6848742,12,2,9,1.0
5006596,9,2,10,1.0
1344207,3,5,17,135.0
484908,1,2,18,7.0
2189024,4,1,6,2.0
4147448,7,6,21,7.0
4657293,8,5,17,5.0
2839602,5,6,14,35.0
424139,1,2,21,18.0
348683,1,4,8,13.0
862836,2,3,9,17.0
2864981,5,4,14,19.0
2368721,4,2,12,22.0
4863486,9,1,10,8.0
498025,1,5,6,26.0
5482651,10,1,8,7.0
5040798,9,1,12,37.0
1236095,3,5,20,4.0
6832452,12,2,9,110.0
321303,1,3,16,15.0
469602,1,2,19,4.0
2376408,4,1,14,7.0
6104157,11,7,19,11.0
160188,1,4,17,24.0
3480649,6,5,19,37.0
2591298,5,4,19,51.0
5783185,10,6,9,5.0
509965,1,1,16,79.0
3186184,6,5,9,22.0
4154421,7,5,13,16.0
3513458,6,4,18,12.0
1511876,3,7,10,3.0
1663655,3,5,12,118.0
5868824,10,7,13,2.0
253401,1,5,14,15.0
2220574,4,5,15,39.0
1084443,2,1,16,70.0
4539152,8,7,7,13.0
346696,1,3,20,20.0
2113804,4,1,11,6.0
3015772,6,1,13,2.0
252403,1,6,15,7.0
3111980,6,2,19,1.0
3408429,6,4,10,19.0
5370659,9,4,18,2.0
6717991,12,7,13,2.0
6992109,12,3,14,21.0
3182408,6,3,8,35.0
329072,1,2,15,5.0
849073,2,5,15,279.0
911645,2,1,17,1.0
2873806,5,5,14,17.0
